id,default_flag,days_past_due,balance,credit_limit,external_score
1655,0,1,381.3089296,1800,766
1656,0,0,222.3073097,500,229
1657,1,2,365.9652749,500,459
1658,0,0,641.7152928,1500,736
1659,0,1,195.3382838,400,11
1660,0,2,1575.794248,1900,817
1661,1,3,214.6542234,1100,454
1662,0,0,1404.602935,1700,771
1663,1,3,9.786057014,800,379
1664,1,27,173.0982604,300,298
1665,0,0,11.53338833,200,178
1666,1,1,323.2238624,1500,855
1667,1,5,5.043940545,200,29
1668,0,1,524.5269883,1200,317
1669,1,0,120.387803,200,69
1670,1,0,397.529876,900,142
1671,0,0,1649.937075,1900,934
1672,0,0,61.17263075,400,264
1673,1,0,537.7974366,600,492
1674,1,11,755.9673257,1100,500
1675,0,0,1055.967186,2500,886
1676,0,1,402.4996007,800,627
1677,1,68,1350.809811,1400,181
1678,1,4,628.3064251,800,370
1679,1,36,1356.610947,1700,986
1680,1,2,815.3580278,2300,823
1681,1,4,534.8632662,1300,676
1682,1,65,831.6052047,1000,622
1683,0,0,1128.012867,1600,738
1684,0,0,740.3024285,1900,815
1685,0,1,206.0736335,1400,723
1686,0,13,585.2583896,700,852
1687,0,0,454.6952401,500,640
1688,0,4,1158.117716,1900,834
1689,0,11,221.4401712,500,474
1690,0,1,720.7614956,900,299
1691,1,22,138.5975485,700,362
1692,0,164,67.15163971,800,213
1693,0,10,878.6578224,1600,950
1694,1,0,50.84476147,1000,276
1695,0,0,1192.470609,3100,886
1696,0,13,649.0322451,1100,518
1697,0,4,279.5081284,800,619
1698,1,8,329.9956227,1100,200
1699,0,22,403.4055024,700,113
1700,0,1,20.3233992,800,486
1701,1,0,135.093641,900,308
1702,0,0,963.9700415,1000,875
1703,0,0,1129.266852,2200,932
1704,0,0,190.9833714,200,49
1705,0,7,1259.705098,1300,971
1706,0,0,67.32020044,2900,945
1707,0,0,446.164449,1200,514
1708,0,5,435.8703098,900,598
1709,1,0,57.22660678,300,39
1710,0,0,286.6755094,700,828
1711,0,0,363.9966834,2200,797
1712,0,2,179.8686634,200,156
1713,0,3,622.7917566,800,460
1714,0,0,486.6034811,2200,857
1715,1,2,1366.936915,1600,678
1716,0,113,439.7776247,1400,53
1717,1,0,890.2543,1000,38
1718,0,1,157.5922412,200,131
1719,1,46,69.35221297,200,4
1720,0,6,889.6766347,900,708
1721,1,0,1014.060579,1700,615
1722,0,0,300.1352116,600,210
1723,0,7,549.292064,800,631
1724,1,3,1147.664002,1500,741
1725,0,0,351.6968808,700,689
1726,0,0,2176.851891,2300,975
1727,0,10,539.1725305,1600,616
1728,0,1,309.7088131,1400,944
1729,1,12,199.694053,500,421
1730,1,67,699.0880121,700,114
1731,0,4,360.1375374,1200,525
1732,0,0,1289.746545,1300,807
1733,0,7,782.5428027,1500,541
1734,1,3,473.025715,600,292
1735,1,3,510.2674258,700,418
1736,0,1,358.2711766,1200,636
1737,0,6,1729.779717,2300,665
1738,1,53,512.8705885,1500,612
1739,0,0,627.6225134,1000,819
1740,0,8,151.4326907,600,490
1741,0,2,843.9009806,1800,803
1742,0,0,188.3556448,500,395
1743,1,7,207.5121112,500,218
1744,0,6,1686.941323,1900,735
1745,1,30,274.1831646,1200,174
1746,0,0,176.6802616,200,117
1747,0,1,1079.742253,1400,841
1748,0,1,767.0724971,2300,947
1749,0,14,77.65424477,1000,797
1750,0,0,135.8530612,1000,748
1751,0,7,553.9246627,600,403
1752,0,0,772.9760888,1900,983
1753,1,18,1156.519856,1600,832
1754,0,0,811.3229091,1500,712
1755,0,1,355.6125701,800,477
1756,1,6,963.9412,1000,74
1757,1,228,96.0034095,700,583
1758,0,2,196.108141,800,996
1759,1,16,32.45351278,200,50
1760,1,93,251.0974977,600,305
1761,0,7,388.254601,400,357
1762,1,11,295.6756916,400,7
1763,0,0,226.5548942,2000,848
1764,0,0,1974.59998,2100,939
1765,1,81,195.6759881,300,37
1766,0,0,643.2655314,800,460
1767,1,37,1168.903354,1300,643
1768,0,0,1098.973337,1500,801
1769,0,0,184.0947455,1200,584
1770,0,0,110.1830168,200,45
1771,0,1,250.1506047,900,664
1772,0,0,811.4649229,2000,982
1773,1,8,33.73958182,200,71
1774,0,0,236.5947183,500,439
1775,0,0,196.3281131,700,309
1776,0,2,187.6837043,1900,830
1777,0,9,416.1189564,700,678
1778,1,11,1187.019091,1400,588
1779,1,0,1420.976684,2100,604
1780,0,30,470.599715,800,289
1781,1,65,9.240451264,200,38
1782,0,0,607.0765554,900,874
1783,0,2,209.6056682,900,707
1784,1,6,150.4301746,1300,26
1785,0,0,164.9954657,700,349
1786,0,12,114.2224973,2300,800
1787,0,30,72.83714614,200,83
1788,1,2,180.9818011,500,114
1789,1,61,246.8579708,1300,459
1790,0,2,135.2138461,2100,728
1791,0,1,1992.883144,2000,952
1792,0,0,456.7630707,1000,581
1793,1,506,304.5027772,800,68
1794,1,1,586.2122713,700,135
1795,0,0,992.0110276,1000,889
1796,0,9,252.6833441,500,86
1797,0,50,59.76655576,300,484
1798,1,58,696.4115361,700,476
1799,0,0,993.4849658,1300,738
1800,1,27,320.8678947,400,67
1801,0,0,60.91884926,1000,730
1802,0,6,260.8015039,500,119
1803,0,2,1251.931517,1300,608
1804,0,9,1597.233729,2100,821
1805,0,2,1676.885963,1700,588
1806,0,6,405.0130595,500,379
1807,0,11,441.3425032,600,115
1808,1,2,465.4109421,900,5
1809,0,0,230.5918283,1600,749
1810,0,1,367.9128581,800,423
1811,0,0,56.87052982,1900,750
1812,1,147,201.3113963,1300,759
1813,0,4,802.5332608,1200,948
1814,1,0,183.8432531,1900,645
1815,1,0,889.4510071,1100,552
1816,0,0,155.5762648,2400,865
1817,0,1,1476.541561,1800,660
1818,1,1,1023.677968,1400,183
1819,0,0,291.0065979,700,384
1820,0,0,389.0431076,600,354
1821,0,0,659.4015246,700,607
1822,1,444,61.42049805,200,189
1823,0,9,88.49187248,200,98
1824,1,0,540.3341129,800,60
1825,0,5,228.8959497,400,22
1826,0,43,214.1557239,1400,592
1827,0,118,163.8339568,400,165
1828,1,6,150.3734736,300,45
1829,0,0,274.0704067,500,727
1830,0,2,410.0876843,900,514
1831,0,29,242.2420011,600,467
1832,0,0,432.5041635,1100,312
1833,0,13,769.6122929,1100,504
1834,0,0,1520.092429,2600,915
1835,0,2,210.2834325,600,263
1836,0,9,843.013589,1500,966
1837,0,0,1115.367613,1500,664
1838,0,4,1206.858264,1600,810
1839,1,50,66.73511086,300,264
1840,0,0,859.0670957,1500,531
1841,0,173,786.3609275,1200,79
1842,1,4,554.7388615,800,25
1843,1,4,557.6802657,800,303
1844,0,1,432.4759163,700,539
1845,0,0,1004.188638,1300,704
1846,1,9,110.8941805,200,25
1847,1,1,8.721490133,200,111
1848,0,2,1520.574536,1800,811
1849,0,0,733.2763487,800,212
1850,0,0,664.4662636,1300,965
1851,1,16,992.5318833,1400,643
1852,0,12,595.1652069,1000,453
1853,0,10,174.6511898,200,74
1854,0,0,1286.281324,2300,994
1855,1,40,183.4629972,200,47
1856,0,1,2175.683631,2400,829
1857,0,2,70.93721858,700,423
1858,1,101,314.3516086,700,536
1859,0,5,67.8296155,500,497
1860,1,38,423.9891665,800,219
1861,0,0,21.96648675,600,441
1862,1,2,151.7115027,900,469
1863,1,5,7.988125809,200,15
1864,0,8,324.2089945,900,405
1865,0,0,831.9880811,1000,493
1866,0,11,162.9330602,1200,778
1867,0,4,1256.130366,1900,982
1868,0,1,479.7774805,900,362
1869,0,5,63.06844973,1400,636
1870,0,16,123.4294558,1000,458
1871,1,88,95.88173429,800,468
1872,0,0,77.70778412,800,410
1873,1,28,84.77609357,400,658
1874,1,0,182.8307872,500,364
1875,0,0,780.6145848,1000,257
1876,1,0,855.3730723,1300,1
1877,0,0,626.8072264,2300,868
1878,1,122,1603.741314,2500,879
1879,1,160,254.4476387,300,32
1880,1,8,1453.39686,1700,727
1881,1,0,161.3123828,700,245
1882,0,0,301.3309435,1600,926
1883,1,5,197.1369321,200,35
1884,0,0,647.3403831,2300,861
1885,0,1,1333.340265,2100,995
1886,1,66,1.204979896,200,9
1887,0,2,377.4248445,700,899
1888,0,3,26.41934176,500,67
1889,0,0,993.4459072,1300,630
1890,1,7,450.2080088,600,69
1891,0,0,265.8847377,600,201
1892,1,4,177.2428167,1200,240
1893,0,13,139.0422192,2300,712
1894,0,2,1477.448941,1600,703
1895,1,15,71.7919672,300,159
1896,0,4,1651.562536,1900,976
1897,0,0,319.9007744,1500,621
1898,0,5,752.7561814,1800,810
1899,1,29,104.5613314,200,87
1900,0,5,302.8018575,600,380
1901,0,0,852.6651837,1300,839
1902,0,2,1840.682722,1900,866
1903,1,21,581.4840187,800,541
1904,0,1,561.7818352,600,491
1905,0,24,199.6414163,1100,384
1906,1,12,2.121877159,200,126
1907,1,8,4.457747686,400,21
1908,0,0,488.9394431,2900,932
1909,0,14,32.67747891,700,246
1910,1,45,435.7710224,800,81
1911,1,48,13.99918262,400,132
1912,0,0,796.8164313,1300,717
1913,1,35,83.28260616,900,163
1914,0,2,143.2826443,500,8
1915,0,0,1034.842643,1400,678
1916,0,12,295.3191556,400,135
1917,0,0,624.7480599,1500,886
1918,0,0,253.3646994,1200,574
1919,0,6,1884.919681,2200,774
1920,0,0,701.7731673,800,297
1921,0,3,378.0939109,500,458
1922,1,3,447.3433573,600,149
1923,1,5,251.3886957,500,482
1924,0,0,253.4285755,800,183
1925,1,0,246.2488136,1500,627
1926,1,1,346.982457,500,41
1927,0,5,1817.522136,2300,990
1928,1,0,572.4279773,600,382
1929,0,5,393.0925711,900,766
1930,0,0,901.2640522,1900,980
1931,1,32,416.9894626,2000,610
1932,1,1,154.3786906,800,344
1933,0,3,19.54920626,700,263
1934,0,1,320.1747135,900,398
1935,1,98,128.9267895,300,79
1936,0,0,554.1690057,1000,715
1937,0,1,1533.815597,1800,999
1938,0,9,608.5744736,1500,550
1939,1,1,628.1731355,900,574
1940,0,0,352.9918749,1200,504
1941,0,10,36.78041823,1200,740
1942,0,0,549.7332522,700,715
1943,0,3,707.5736582,900,42
1944,0,3,270.2666904,500,243
1945,0,1,663.8020806,900,283
1946,1,33,70.46919582,200,192
1947,0,0,1099.1137,2000,841
1948,0,11,845.5552575,900,173
1949,1,0,972.4112804,1600,173
1950,0,0,696.1839055,2200,903
1951,0,27,70.26316049,700,138
1952,0,2,183.1003446,1400,591
1953,0,10,58.56885154,200,87
1954,0,0,569.2474438,2000,893
1955,0,3,726.7599923,2500,797
1956,1,248,393.2958674,600,421
1957,0,0,136.9142856,700,289
1958,1,3,379.8332488,600,172
1959,1,19,1140.576164,1300,795
1960,1,1,746.7537188,1300,224
1961,1,8,401.3810864,1000,696
1962,0,0,608.1536359,1300,681
1963,1,0,198.9135099,200,182
1964,1,3,97.75941805,700,374
1965,0,12,1017.906688,1200,512
1966,0,0,164.6330216,200,625
1967,0,1,1335.335474,2000,856
1968,1,9,244.8605061,600,43
1969,1,3,213.1297335,400,56
1970,1,629,553.1568586,800,378
1971,0,0,1257.116433,1300,769
1972,0,0,2126.486983,2200,963
1973,0,18,625.1267005,1300,252
1974,1,2,177.309113,400,273
1975,0,0,586.2453015,1700,883
1976,0,0,1414.789836,1600,836
1977,0,0,926.9506262,1000,506
1978,0,5,593.9603276,1000,633
1979,1,1,1249.936486,2200,850
1980,0,9,214.8687864,400,254
1981,0,4,568.5898293,1000,425
1982,0,1,207.2448861,1300,503
1983,0,0,759.7340011,1000,247
1984,0,8,88.29064326,800,239
1985,1,9,188.3647964,200,156
1986,1,2,171.6050626,200,74
1987,0,7,1233.883341,1300,850
1988,0,109,594.7054366,800,546
1989,1,143,205.7541659,500,504
1990,0,23,545.1112574,600,308
1991,0,0,1744.730737,2000,614
1992,0,1,2470.049786,2700,879
1993,0,10,499.7189052,700,452
1994,0,3,321.8947908,900,349
1995,0,2,1174.540959,1700,779
1996,0,0,679.1922575,1400,889
1997,0,5,1161.99803,1200,792
1998,0,0,46.07938246,600,724
1999,0,0,1699.791789,2200,984
2000,0,1,127.0898164,200,128
2001,0,1,1639.140687,2400,846
2002,1,172,185.1061063,200,16
2003,1,21,168.1272785,1000,307
2004,0,2,3.001165784,800,651
2005,0,0,1341.675341,2200,988
2006,1,1,536.7238376,1300,525
2007,0,0,574.7780187,1300,674
2008,0,0,659.3058741,700,419
2009,0,0,77.34583512,500,471
2010,0,9,863.4205681,1000,338
2011,0,0,2186.225213,2400,970
2012,0,0,55.82222281,200,89
2013,0,0,1425.909948,2500,796
2014,0,18,137.7519002,1100,827
2015,0,1,1675.336133,1700,899
2016,1,0,1219.20852,1300,412
2017,0,29,675.4679437,700,44
2018,0,0,205.7029302,800,202
2019,0,19,336.3569929,400,116
2020,0,7,457.4635913,1100,556
2021,0,2,413.7500708,700,188
2022,1,37,358.4561806,1300,767
2023,1,0,548.1591922,600,354
2024,0,0,197.4288021,900,833
2025,1,0,455.2825486,500,393
2026,0,0,218.7619997,1100,771
2027,0,11,113.3438525,200,126
2028,0,1,192.6135204,1600,846
2029,0,4,944.8751465,1300,745
2030,1,22,167.7834623,300,55
2031,0,2,367.7772483,400,200
2032,1,5,308.6728379,500,188
2033,0,5,464.0200346,1000,694
2034,0,11,105.7046075,900,79
2035,1,16,165.2221925,300,121
2036,0,27,1656.591131,1900,968
2037,1,2,559.5577931,1100,368
2038,1,418,134.7481572,700,676
2039,0,2,232.5487445,1000,533
2040,0,3,615.9857925,900,687
2041,0,21,177.3522361,200,8
2042,0,2,461.3754353,1800,998
2043,1,0,170.6855637,800,79
2044,0,0,891.1575902,900,722
2045,0,0,277.1136182,300,144
2046,0,2,55.70385413,800,960
2047,1,3,641.0787765,1400,223
2048,0,47,236.0973785,900,308
2049,1,6,4.037399575,200,321
2050,0,2,677.1984862,900,350
2051,1,1,389.3553339,800,275
2052,1,0,104.1769748,200,156
2053,1,13,353.3139538,1000,212
2054,0,1,1549.042743,1600,713
2055,0,30,492.6278602,1000,367
2056,1,1,82.48819161,200,87
2057,0,4,163.2701101,700,422
2058,0,0,473.5721318,900,753
2059,0,1,1878.740564,2000,732
2060,0,1,727.8125015,1100,552
2061,0,13,268.4385442,400,7
2062,1,30,192.9874094,900,48
2063,0,1,692.7074346,700,449
2064,0,15,262.3005291,1700,681
2065,0,12,293.5638602,700,256
2066,1,90,289.0342862,800,473
2067,0,0,740.4611617,1200,858
2068,1,20,352.0802476,500,92
2069,0,1,1563.169515,2200,818
2070,0,21,21.9354357,300,494
2071,0,5,312.697609,1600,782
2072,0,0,834.0066887,900,693
2073,1,79,157.4500168,1000,557
2074,1,1,447.3543779,700,5
2075,0,0,961.6723136,1100,223
2076,1,0,473.6664613,1900,751
2077,1,43,19.63547264,1000,287
2078,0,0,213.9229223,900,616
2079,0,9,300.9454858,900,252
2080,0,1,130.6126985,200,68
2081,0,9,1055.438759,1500,608
2082,0,16,348.9344938,1000,470
2083,1,0,977.8892965,1000,25
2084,1,0,137.2742517,900,387
2085,0,3,196.5978776,1300,785
2086,0,0,708.1198665,1700,844
2087,1,58,101.4741378,200,89
2088,1,894,540.2893388,1100,575
2089,0,4,580.6920817,700,310
2090,0,31,78.63594578,700,233
2091,0,4,387.1573981,400,359
2092,0,0,1176.668152,1800,821
2093,0,0,162.7979169,900,261
2094,0,3,2435.057778,2900,857
2095,0,0,138.7657345,1200,551
2096,0,3,443.8811872,700,37
2097,0,56,139.6585983,200,72
2098,1,0,107.6321631,300,402
2099,0,0,63.63611659,600,464
2100,1,64,53.85626092,200,114
2101,1,18,484.812981,1100,295
2102,0,0,593.4170536,1000,764
2103,0,283,286.7220611,600,219
2104,1,24,156.7349616,200,11
2105,1,1,385.1662212,400,46
2106,1,4,112.4369978,1000,430
2107,0,0,476.7941571,1900,757
2108,1,173,9.970539364,500,320
2109,0,5,129.7218425,700,403
2110,0,1,105.552174,700,221
2111,0,0,883.180708,2300,829
2112,0,10,333.7974814,600,644
2113,1,1,483.0566019,1000,579
2114,0,11,235.7802799,700,469
2115,0,9,284.151415,1500,905
2116,1,0,8.642095164,700,375
2117,0,0,541.0292541,600,28
2118,1,15,437.6102464,500,599
2119,0,15,159.409149,800,316
2120,1,17,105.2131763,200,180
2121,0,22,71.12846176,600,136
2122,0,1,1259.82799,1500,894
2123,0,20,152.7657465,200,177
2124,0,3,1296.237038,2300,960
2125,1,0,372.714993,400,298
2126,1,1,234.5259344,900,26
2127,1,2,697.9146151,1100,191
2128,1,2,1266.206527,1400,668
2129,0,13,808.163561,2200,869
2130,0,0,1060.44872,2400,956
2131,0,1,1001.477258,2300,927
2132,0,3,818.0529764,1000,513
2133,0,4,740.69074,800,695
2134,1,7,1580.113879,1700,830
2135,1,5,278.9223074,1900,727
2136,0,0,161.2701077,1500,846
2137,1,84,34.6190117,500,221
2138,1,11,550.0037141,900,453
2139,0,111,1209.99044,1300,568
2140,1,3,50.0054921,500,155
2141,0,0,1112.025601,1200,896
2142,0,0,238.2630006,400,207
2143,0,0,598.3632981,800,556
2144,1,36,807.1028663,1000,332
2145,0,10,510.2334927,2100,904
2146,1,0,642.220816,1100,124
2147,0,30,168.4675386,200,58
2148,1,10,80.82140061,400,286
2149,0,0,210.5347881,400,247
2150,0,2,643.3757244,1300,574
2151,0,2,1114.035717,1900,824
2152,0,3,722.4234985,2800,906
2153,1,5,530.5677817,900,212
2154,0,262,614.3412364,800,189
2155,1,69,527.289709,1300,403
2156,1,31,6.596778089,500,152
2157,1,82,8.716210253,200,117
2158,1,5,230.6165783,1100,500
2159,0,2,183.049943,1200,545
2160,0,1,139.4516552,1800,608
2161,0,0,1296.615873,1600,899
2162,1,44,135.1844975,200,102
2163,0,9,203.8350063,700,452
2164,1,43,134.2168405,200,195
2165,0,1,444.0027238,1800,856
2166,0,24,89.21697176,300,464
2167,0,198,397.7697569,500,126
2168,0,0,152.2719116,200,142
2169,0,12,14.239061,500,249
2170,0,0,224.253955,600,342
2171,1,3,15.62764202,400,190
2172,1,63,54.10464323,600,312
2173,1,5,402.7773129,800,467
2174,1,5,271.4416681,800,266
2175,0,0,122.5307423,1500,873
2176,0,0,582.7014374,1600,879
2177,1,4,551.5824407,600,376
2178,1,71,985.4805702,1100,315
2179,0,3,155.8232096,1100,453
2180,1,9,199.5139965,200,51
2181,0,3,230.0902065,1400,564
2182,0,0,783.9039929,1900,810
2183,0,231,251.9303086,400,90
2184,1,3,8.758957671,200,50
2185,0,0,667.7092492,700,775
2186,1,16,16.77914363,500,93
2187,0,1,2459.144194,2800,931
2188,0,3,794.6512014,1800,841
2189,0,1,464.9718182,500,273
2190,0,0,318.6539487,1100,466
2191,0,1,642.0473468,700,708
2192,1,80,366.5429857,400,348
2193,0,14,824.731313,1100,625
2194,0,0,452.691957,1500,907
2195,0,95,71.81333237,200,160
2196,0,0,530.7659466,1000,572
2197,0,3,415.7292516,1100,531
2198,0,15,1597.285564,2100,961
2199,0,5,474.9363353,1300,511
2200,0,0,670.0761297,1400,585
2201,0,19,564.3739028,700,216
2202,1,2,135.2855187,1000,77
2203,0,2,130.7542928,300,428
2204,0,0,1409.031742,1500,655
2205,1,43,115.526018,1100,189
2206,1,90,504.786327,1400,77
2207,0,4,916.7440119,1000,807
2208,1,19,2632.474641,2800,861
2209,0,11,357.2791281,1600,509
2210,0,0,331.8670872,1600,794
2211,1,0,569.5669774,1900,948
2212,1,66,1013.409345,1100,515
2213,0,9,997.1348623,1000,733
2214,1,5,118.2908458,300,125
2215,1,65,700.6388784,1000,252
2216,0,54,73.38115153,200,137
2217,0,0,440.9588105,500,236
2218,0,0,572.4676745,600,617
2219,0,1,529.2496338,900,13
2220,0,0,986.8900486,2000,756
2221,1,5,736.2848892,900,22
2222,0,0,1619.209196,1800,821
2223,0,14,268.1527125,800,231
2224,0,0,4.998511253,700,541
2225,0,10,832.2982077,1000,556
2226,1,0,443.645308,500,123
2227,0,4,558.714236,900,420
2228,1,24,54.86218731,800,292
2229,1,43,1010.116583,1100,402
2230,0,2,114.540406,1000,696
2231,1,0,386.371884,700,271
2232,0,0,1648.214946,2400,944
2233,0,11,493.7955653,500,285
2234,1,4,250.1898356,700,517
2235,1,159,424.5745049,700,59
2236,0,0,368.7551745,1800,739
2237,0,24,242.25817,700,343
2238,1,10,68.34077508,400,443
2239,1,27,773.3750444,900,288
2240,0,5,697.3427536,1100,648
2241,0,1,196.4446,200,386
2242,1,0,246.1663665,600,188
2243,0,1,67.75038598,300,59
2244,0,0,284.8771884,400,368
2245,1,0,240.1410678,1000,616
2246,0,1,454.9298092,900,71
2247,1,3,829.0334636,900,318
2248,0,0,295.1980636,300,54
2249,1,11,231.2638272,300,82
2250,1,19,508.0804268,900,493
2251,0,1,43.78177963,200,93
2252,0,14,298.295554,700,201
2253,0,1,146.1180892,200,59
2254,1,29,366.790104,400,440
2255,0,0,95.18178618,600,652
2256,0,0,1063.923493,1200,548
2257,1,138,111.9204156,400,31
2258,0,11,160.6817318,500,144
2259,0,1,531.3313783,1800,728
2260,0,11,361.6236959,1000,216
2261,0,1,773.9541068,1100,502
2262,1,14,23.22943486,800,210
2263,0,7,235.1448364,2100,814
2264,0,10,152.992529,200,45
2265,1,56,32.66375196,800,373
2266,0,25,451.6519497,1400,605
2267,0,5,294.4934382,600,349
2268,1,0,72.20310105,1300,606
2269,0,105,230.2992552,700,129
2270,0,5,326.8584547,1500,582
2271,1,3,1079.462835,1300,600
2272,0,1,550.3986136,800,407
2273,1,22,58.85097675,200,138
2274,1,13,229.6932359,500,248
2275,0,20,210.4790259,500,220
2276,0,1,446.8053975,1100,706
2277,0,0,1951.195862,2000,790
2278,0,0,264.5442635,800,371
2279,0,0,413.7973105,1500,994
2280,0,2,203.1463508,1400,755
2281,0,8,649.4012782,1800,885
2282,0,0,1069.29016,1500,745
2283,1,3,2.29530647,1400,767
2284,0,0,684.2315049,1200,679
2285,0,0,428.1476323,800,308
2286,0,0,1412.430093,1500,735
2287,0,0,163.0498128,400,345
2288,0,4,230.4554986,700,436
2289,0,0,847.673367,1500,656
2290,1,1,423.8588241,500,238
2291,0,0,780.1173344,2200,935
2292,0,0,148.0989659,400,611
2293,0,0,392.1991057,2100,844
2294,1,1,266.5787634,900,427
2295,0,14,190.8437086,600,426
2296,0,129,774.3374989,900,470
2297,0,0,150.5758423,700,186
2298,0,2,758.2666382,1800,720
2299,0,0,241.1362223,1100,758
2300,1,13,417.1956657,1300,72
2301,1,2,87.44504233,600,275
2302,0,6,170.1502186,200,193
2303,0,0,336.5638944,1000,573
2304,0,4,318.9920516,600,413
2305,0,0,817.9199818,1200,827
2306,1,3,927.1224783,1000,34
2307,0,19,326.8868018,1200,729
2308,1,2,167.0633723,200,115
2309,1,29,1710.493784,2000,998
2310,0,34,131.1994629,500,22
2311,1,141,981.2890916,1000,232
2312,0,11,812.8219094,1000,764
2313,1,39,720.2529629,1100,540
2314,0,6,963.788738,1700,763
2315,0,0,422.9035403,800,426
2316,0,3,1579.975111,1600,644
2317,0,11,480.6150793,800,657
2318,0,6,181.0529714,400,393
2319,0,0,229.2494059,700,474
2320,0,8,233.4165218,1300,568
2321,0,4,153.2289743,500,30
2322,0,1,170.6603284,600,320
2323,0,4,933.3834042,1100,337
2324,0,12,140.6332609,200,130
2325,0,0,718.2650124,1200,525
2326,1,0,240.0918254,2300,772
2327,1,9,826.3009462,1200,35
2328,0,18,283.2154748,300,21
2329,1,1,656.6642529,1500,588
2330,1,168,433.993882,1000,191
2331,0,2,331.2161809,1800,619
2332,1,0,222.9221494,700,263
2333,0,784,241.7078727,1000,285
2334,0,1,36.91973551,800,306
2335,1,0,22.2605012,600,124
2336,0,0,1338.559439,2200,881
2337,0,10,438.8403442,800,699
2338,1,5,50.14398087,700,382
2339,0,7,221.0493144,400,497
2340,1,0,597.3748866,1000,681
2341,0,1,890.5165227,1500,927
2342,0,0,617.5693927,1300,977
2343,1,4,38.81482054,200,184
2344,0,6,77.79268284,1200,530
2345,0,3,23.04746029,200,76
2346,1,0,633.3977599,1000,498
2347,0,6,482.5342389,500,351
2348,0,0,845.3355132,2000,718
2349,0,1,2.364213869,200,136
2350,1,469,19.19721009,800,347
2351,1,12,9.226927535,200,4
2352,0,0,298.8072683,1100,707
2353,0,0,679.2871376,1900,838
2354,1,91,310.1585298,900,169
2355,0,0,230.6399866,700,491
2356,1,7,21.05844538,200,22
2357,1,1,1512.323214,1600,563
2358,0,0,818.2191802,1700,857
2359,0,0,334.4601478,2400,973
2360,1,0,262.1699721,500,483
2361,0,0,389.3201294,700,227
2362,0,8,342.8728942,700,154
2363,1,175,380.5061601,500,47
2364,0,1,23.40489809,200,140
2365,0,4,1425.818877,1800,809
2366,0,0,939.0072676,1400,729
2367,0,0,550.7768658,2000,847
2368,1,59,672.1011776,1500,535
2369,1,4,1151.485986,1700,682
2370,1,180,506.5954524,600,432
2371,0,0,686.2128846,1500,976
2372,0,6,1249.187589,1800,966
2373,1,3,559.0374593,1300,555
2374,1,17,454.4912206,2000,935
2375,1,1,472.103096,900,296
2376,1,0,659.670497,1100,421
2377,0,8,648.7658935,700,410
2378,1,67,124.4845704,1800,119
2379,0,0,273.3584831,500,459
2380,1,23,561.3697941,1200,235
2381,0,13,543.5015095,3000,935
2382,1,12,1.995468942,200,222
2383,0,5,571.5218271,700,96
2384,0,0,138.0808736,1000,629
2385,0,0,744.2616752,1900,628
2386,0,1,153.1399218,1500,507
2387,1,11,588.7454884,1000,365
2388,1,3,349.4969649,400,400
2389,1,9,750.8722507,900,333
2390,0,0,514.2800417,700,104
2391,0,13,1949.898536,2000,943
2392,1,0,68.98971438,200,187
2393,0,0,1877.529442,2000,711
2394,0,50,844.7485759,1200,141
2395,1,5,145.5316096,200,138
2396,1,6,127.2331512,200,177
2397,0,7,22.38830597,500,476
2398,0,0,1123.783756,2200,888
2399,1,93,702.4636878,800,64
2400,1,5,1808.152608,2000,528
2401,1,0,678.0062122,700,347
2402,0,0,698.5225464,1600,764
2403,0,4,314.6092402,700,443
2404,0,0,355.9441535,400,627
2405,0,3,715.8971455,800,552
2406,0,1,682.3213555,2000,768
2407,0,17,1433.120374,1600,615
2408,0,0,918.8908287,1200,530
2409,0,11,1141.122745,1400,694
2410,0,0,1563.915347,1700,635
2411,0,0,10.70259614,2900,984
2412,0,0,261.4628013,500,452
2413,1,5,277.1233162,1000,189
2414,0,29,942.5656541,1400,676
2415,0,15,684.6520314,800,384
2416,1,1,235.6139553,600,365
2417,0,0,168.2671236,200,154
2418,0,0,376.6522981,1200,465
2419,0,0,196.9899654,1800,794
2420,1,1,474.8369674,900,123
2421,0,24,2038.602255,2300,742
2422,1,5,272.6253919,400,19
2423,1,1,849.5347976,1100,428
2424,0,1,1363.209349,2000,885
2425,1,0,75.50795266,200,178
2426,0,1,343.2942281,1100,697
2427,0,5,1463.273444,1900,800
2428,1,41,40.64400251,800,525
2429,0,0,430.0762558,1400,865
2430,1,2,446.7172544,1000,322
2431,1,0,1190.776928,1600,589
2432,0,0,276.4096212,300,697
2433,1,0,84.96295672,1100,322
2434,1,1,722.498986,1000,275
2435,0,19,1144.50685,1900,778
2436,0,202,129.9701353,800,405
2437,1,1,1177.261929,1600,583
2438,0,0,76.35684172,1700,972
2439,0,2,1242.02235,1600,798
2440,1,2,320.8064825,1700,703
2441,1,789,351.54239,800,613
2442,0,9,876.304111,900,469
2443,0,1,315.1207064,1000,784
2444,0,13,95.1739008,1000,602
2445,0,0,1402.394051,2000,946
2446,1,0,580.4357117,900,405
2447,1,1,172.4781558,1300,570
2448,0,12,336.0417271,700,415
2449,0,13,218.3397117,600,362
2450,1,38,67.50762461,300,316
2451,0,0,40.39087155,600,438
2452,1,1,577.2684652,1000,440
2453,1,2,835.7658004,1400,786
2454,0,1,168.2084555,700,236
2455,0,4,584.5198954,1300,282
